Timestamp,Query Volume,Query Rate,Query Type,Query Domain,Response Time,TTL Value,Source IP Address,Destination IP Address,Transaction ID,Query Size,Response Size,Entropy of Transaction ID,Frequency of Query Domain,Geolocation of Source IP,Anomaly Label
2024-12-10 14:17:00,209,0.51,MX,test.org,0.09,518,192.168.65.78,10.0.15.96,35362,28,145,0.58,74,US,0
2024-12-10 14:18:00,223,1.53,AAAA,sample.net,0.07,100,192.168.108.174,10.0.90.175,52647,26,424,0.57,58,GB,0
2024-12-10 14:19:00,60,0.62,NS,sample.net,0.07,575,192.168.233.167,10.0.81.40,31737,46,397,0.63,13,GB,0
2024-12-10 14:20:00,178,1.67,MX,domain.edu,0.06,423,192.168.244.12,10.0.100.164,62450,37,463,0.82,98,AU,0
2024-12-10 14:21:00,68,1.97,CNAME,example.com,0.05,423,192.168.148.247,10.0.86.131,43116,26,400,0.51,40,US,0
2024-12-10 14:22:00,109,3.15,A,sample.net,0.01,176,192.168.189.166,10.0.145.6,67463,30,295,0.65,45,GB,0
2024-12-10 14:23:00,103,4.76,AAAA,test.org,0.06,567,192.168.50.17,10.0.199.18,37014,35,117,0.89,87,CA,0
2024-12-10 14:24:00,191,0.99,AAAA,example.com,0.01,169,192.168.54.246,10.0.149.11,98430,34,273,0.74,18,AU,0
2024-12-10 14:25:00,212,2.71,CNAME,example.com,0.02,363,192.168.138.102,10.0.152.241,30399,42,377,0.8,65,CA,0
2024-12-10 14:26:00,281,4.32,A,domain.edu,0.02,511,192.168.140.47,10.0.36.178,11869,46,494,0.63,3,CA,0
2024-12-10 14:27:00,51,4.59,NS,sample.net,0.03,587,192.168.245.106,10.0.97.23,24632,46,284,0.72,100,DE,1
2024-12-10 14:28:00,104,2.29,MX,sample.net,0.09,260,192.168.225.169,10.0.240.161,55842,28,370,0.72,59,AU,0
2024-12-10 14:29:00,136,3.02,MX,domain.edu,0.01,570,192.168.171.11,10.0.137.57,85334,38,286,0.69,89,CA,0
2024-12-10 14:30:00,213,4.19,NS,test.org,0.08,566,192.168.217.65,10.0.91.160,42037,30,179,0.82,61,US,0
2024-12-10 14:31:00,126,3.84,NS,sample.net,0.03,182,192.168.164.53,10.0.76.29,31291,31,254,0.73,32,US,0
2024-12-10 14:32:00,128,1.39,MX,example.com,0.06,401,192.168.75.127,10.0.33.108,19307,34,229,0.76,34,GB,0
2024-12-10 14:33:00,69,1.86,A,test.org,0.08,473,192.168.169.93,10.0.65.113,43430,23,431,1.0,57,CA,0
2024-12-10 14:34:00,167,1.77,NS,example.com,0.09,493,192.168.198.97,10.0.176.8,79155,29,403,0.85,95,AU,0
2024-12-10 14:35:00,118,0.5,NS,example.com,0.06,236,192.168.70.86,10.0.122.137,71438,42,388,0.51,21,US,0
2024-12-10 14:36:00,131,0.17,NS,test.org,0.09,243,192.168.138.122,10.0.143.13,90478,46,187,0.71,31,US,0
2024-12-10 14:37:00,111,3.27,A,test.org,0.06,111,192.168.218.22,10.0.197.38,68593,42,466,0.74,80,DE,0
2024-12-10 14:38:00,153,0.79,A,example.com,0.09,538,192.168.81.217,10.0.126.143,19108,47,375,0.53,56,DE,0
2024-12-10 14:39:00,251,2.08,A,test.org,0.05,589,192.168.149.67,10.0.135.173,71963,29,271,0.78,81,DE,0
2024-12-10 14:40:00,105,4.96,NS,test.org,0.03,281,192.168.233.141,10.0.118.109,36407,44,142,0.74,71,US,0
2024-12-10 14:41:00,165,1.85,MX,sample.net,0.05,277,192.168.152.45,10.0.205.217,51132,39,338,0.94,19,DE,0
2024-12-10 14:42:00,293,3.65,CNAME,example.com,0.02,140,192.168.234.133,10.0.5.130,91153,27,470,0.51,86,DE,0
2024-12-10 14:43:00,165,4.17,AAAA,sample.net,0.01,103,192.168.38.137,10.0.190.181,31665,42,435,0.92,87,US,0
2024-12-10 14:44:00,136,0.92,MX,sample.net,0.07,409,192.168.120.223,10.0.163.249,84864,33,348,0.82,35,CA,0
2024-12-10 14:45:00,216,0.91,A,sample.net,0.06,390,192.168.59.122,10.0.202.143,97271,37,367,0.54,27,DE,0
2024-12-10 14:46:00,218,0.95,A,sample.net,0.02,434,192.168.3.104,10.0.12.47,12056,49,226,0.85,59,CA,0
2024-12-10 14:47:00,115,4.0,NS,domain.edu,0.08,425,192.168.248.190,10.0.84.194,70066,36,278,0.73,6,US,1
2024-12-10 14:48:00,145,1.87,MX,domain.edu,0.02,210,192.168.72.228,10.0.3.5,43704,45,403,0.63,4,CA,0
2024-12-10 14:49:00,237,4.3,A,sample.net,0.04,290,192.168.74.138,10.0.101.43,94012,36,423,0.6,28,AU,0
2024-12-10 14:50:00,88,0.92,MX,test.org,0.03,333,192.168.254.63,10.0.214.162,86478,23,270,0.53,96,US,0
2024-12-10 14:51:00,251,2.77,MX,sample.net,0.06,482,192.168.39.246,10.0.137.24,36041,24,257,0.64,57,US,0
2024-12-10 14:52:00,60,0.44,AAAA,example.com,0.04,306,192.168.23.190,10.0.58.179,90210,21,354,0.96,91,AU,0
2024-12-10 14:53:00,56,2.09,MX,domain.edu,0.1,309,192.168.17.32,10.0.87.164,23090,50,404,0.9,44,US,0
2024-12-10 14:54:00,155,2.94,A,test.org,0.02,185,192.168.243.255,10.0.253.178,60915,49,109,0.63,33,GB,0
2024-12-10 14:55:00,208,0.9,NS,sample.net,0.1,531,192.168.76.186,10.0.12.95,41968,38,469,0.85,73,DE,0
2024-12-10 14:56:00,166,1.23,CNAME,test.org,0.09,581,192.168.101.138,10.0.209.203,16776,41,326,0.64,23,GB,0
2024-12-10 14:57:00,90,0.47,CNAME,domain.edu,0.06,314,192.168.247.84,10.0.140.203,34703,20,100,0.63,9,CA,0
2024-12-10 14:58:00,175,0.78,CNAME,sample.net,0.04,396,192.168.198.161,10.0.9.184,31929,46,355,0.61,84,US,0
2024-12-10 14:59:00,275,0.56,A,sample.net,0.03,207,192.168.249.183,10.0.184.148,69524,46,379,0.72,69,DE,0
2024-12-10 15:00:00,295,0.67,AAAA,domain.edu,0.03,472,192.168.168.10,10.0.104.105,67106,30,484,0.52,39,GB,0
2024-12-10 15:01:00,283,0.6,MX,example.com,0.1,116,192.168.142.232,10.0.134.161,39863,23,362,0.78,27,US,0
2024-12-10 15:02:00,145,4.31,A,example.com,0.05,129,192.168.142.220,10.0.223.221,88704,47,487,0.51,67,DE,0
2024-12-10 15:03:00,135,2.6,NS,sample.net,0.01,578,192.168.8.88,10.0.131.175,51520,33,168,0.96,84,DE,0
2024-12-10 15:04:00,254,0.67,CNAME,example.com,0.04,187,192.168.108.209,10.0.75.224,42160,35,260,0.81,4,DE,0
2024-12-10 15:05:00,285,3.38,MX,sample.net,0.08,162,192.168.157.27,10.0.82.1,63829,26,266,0.85,27,US,0
2024-12-10 15:06:00,148,4.75,AAAA,domain.edu,0.09,106,192.168.56.83,10.0.192.181,99078,41,482,0.7,8,AU,0
2024-12-10 15:07:00,249,4.05,MX,sample.net,0.01,308,192.168.78.15,10.0.235.211,76970,38,219,0.77,57,CA,0
2024-12-10 15:08:00,300,0.51,NS,example.com,0.01,483,192.168.92.194,10.0.228.65,11407,42,216,0.71,45,GB,0
2024-12-10 15:09:00,244,0.8,MX,example.com,0.09,553,192.168.234.70,10.0.17.165,27282,46,271,0.93,33,DE,0
2024-12-10 15:10:00,97,4.8,MX,test.org,0.08,127,192.168.141.14,10.0.192.38,62158,50,238,0.82,74,DE,0
2024-12-10 15:11:00,282,4.74,MX,sample.net,0.05,329,192.168.112.74,10.0.87.179,39829,29,199,0.8,81,CA,0
2024-12-10 15:12:00,137,2.68,A,domain.edu,0.04,155,192.168.116.157,10.0.151.58,95223,36,197,0.86,20,GB,0
2024-12-10 15:13:00,284,4.22,MX,test.org,0.06,365,192.168.110.178,10.0.116.224,62405,30,310,0.94,51,AU,0
2024-12-10 15:14:00,182,3.86,AAAA,domain.edu,0.06,178,192.168.54.93,10.0.19.61,78093,34,276,0.95,73,AU,0
2024-12-10 15:15:00,59,0.87,AAAA,test.org,0.08,468,192.168.114.73,10.0.226.138,43217,50,485,0.71,50,GB,0
2024-12-10 15:16:00,129,0.93,NS,domain.edu,0.02,234,192.168.140.147,10.0.111.13,65052,49,471,0.77,98,AU,0
2024-12-10 15:17:00,56,2.54,AAAA,test.org,0.07,141,192.168.117.241,10.0.93.78,94757,27,448,0.91,31,US,1
2024-12-10 15:18:00,278,3.5,MX,test.org,0.1,139,192.168.210.175,10.0.208.174,61938,20,115,0.69,71,CA,0
2024-12-10 15:19:00,134,4.26,MX,example.com,0.03,378,192.168.10.245,10.0.99.104,64201,37,179,0.71,5,CA,0
2024-12-10 15:20:00,89,3.71,AAAA,domain.edu,0.06,250,192.168.127.133,10.0.39.87,97772,48,385,0.78,99,DE,0
2024-12-10 15:21:00,245,4.32,AAAA,sample.net,0.05,544,192.168.77.96,10.0.147.236,15663,42,202,0.6,70,CA,0
2024-12-10 15:22:00,293,0.49,NS,example.com,0.03,230,192.168.234.117,10.0.57.57,61472,34,453,0.94,30,AU,0
2024-12-10 15:23:00,135,0.84,CNAME,example.com,0.07,478,192.168.6.81,10.0.247.176,75864,37,210,0.97,52,AU,0
2024-12-10 15:24:00,202,0.19,NS,test.org,0.09,278,192.168.231.147,10.0.131.47,25982,27,452,0.61,100,DE,0
2024-12-10 15:25:00,119,1.68,AAAA,example.com,0.01,538,192.168.38.186,10.0.235.127,15591,24,359,0.76,45,US,0
2024-12-10 15:26:00,227,4.86,CNAME,sample.net,0.09,251,192.168.7.57,10.0.155.113,82786,44,286,0.64,32,AU,0
2024-12-10 15:27:00,69,4.88,MX,test.org,0.08,396,192.168.244.27,10.0.100.28,21875,32,106,0.65,10,DE,0
2024-12-10 15:28:00,54,1.76,MX,sample.net,0.03,208,192.168.69.244,10.0.2.45,78414,48,180,0.55,87,DE,0
2024-12-10 15:29:00,57,1.81,AAAA,example.com,0.09,439,192.168.218.27,10.0.49.120,30953,20,267,0.88,10,CA,0
2024-12-10 15:30:00,201,1.18,A,domain.edu,0.04,324,192.168.77.98,10.0.49.27,16253,22,380,0.52,46,DE,0
2024-12-10 15:31:00,294,1.99,AAAA,domain.edu,0.06,375,192.168.232.146,10.0.226.126,67117,29,133,0.75,94,DE,0
2024-12-10 15:32:00,284,4.11,AAAA,domain.edu,0.05,298,192.168.120.66,10.0.133.180,39877,36,223,0.73,23,AU,0
2024-12-10 15:33:00,281,1.32,MX,example.com,0.03,512,192.168.192.40,10.0.218.239,38846,42,159,0.72,39,GB,0
2024-12-10 15:34:00,280,2.37,CNAME,domain.edu,0.06,249,192.168.142.105,10.0.225.150,72039,23,218,0.55,35,DE,0
2024-12-10 15:35:00,93,1.16,A,test.org,0.04,150,192.168.168.213,10.0.130.38,74612,50,436,0.98,80,DE,0
2024-12-10 15:36:00,254,1.49,CNAME,example.com,0.03,302,192.168.126.49,10.0.244.119,83503,46,123,0.81,43,DE,0
2024-12-10 15:37:00,243,2.4,AAAA,example.com,0.08,172,192.168.215.81,10.0.123.187,62317,37,456,0.58,16,AU,1
2024-12-10 15:38:00,169,4.71,CNAME,sample.net,0.1,273,192.168.175.221,10.0.116.228,83620,30,202,0.9,93,US,0
2024-12-10 15:39:00,55,2.18,A,example.com,0.05,489,192.168.95.29,10.0.50.214,44561,49,107,0.64,30,CA,0
2024-12-10 15:40:00,156,4.8,MX,test.org,0.02,317,192.168.116.208,10.0.217.215,55018,32,112,0.66,88,AU,0
2024-12-10 15:41:00,113,2.8,MX,test.org,0.01,355,192.168.116.255,10.0.217.245,32865,29,155,0.55,33,AU,0
2024-12-10 15:42:00,159,0.11,MX,sample.net,0.06,360,192.168.185.205,10.0.60.213,76734,37,313,0.97,55,AU,1
2024-12-10 15:43:00,255,0.76,MX,test.org,0.09,337,192.168.56.39,10.0.236.195,39798,28,421,0.75,30,DE,0
2024-12-10 15:44:00,85,1.24,A,domain.edu,0.02,518,192.168.30.154,10.0.206.66,88329,43,250,0.65,37,DE,0
2024-12-10 15:45:00,173,3.08,AAAA,domain.edu,0.1,587,192.168.95.102,10.0.43.152,25042,32,203,0.63,46,CA,0
2024-12-10 15:46:00,106,2.17,MX,test.org,0.02,450,192.168.148.66,10.0.176.252,96869,47,287,0.79,26,US,0
2024-12-10 15:47:00,248,0.97,A,sample.net,0.02,111,192.168.99.241,10.0.200.198,14516,25,179,0.59,86,CA,0
2024-12-10 15:48:00,104,3.39,CNAME,example.com,0.06,419,192.168.37.78,10.0.136.87,84335,46,291,0.55,71,DE,0
2024-12-10 15:49:00,70,0.14,CNAME,test.org,0.09,541,192.168.225.98,10.0.161.117,14502,40,362,0.89,53,US,0
2024-12-10 15:50:00,191,0.71,CNAME,test.org,0.05,446,192.168.63.183,10.0.235.7,15351,20,374,0.83,32,CA,0
2024-12-10 15:51:00,130,2.97,CNAME,sample.net,0.05,593,192.168.22.48,10.0.76.180,60142,48,348,0.55,75,US,0
2024-12-10 15:52:00,155,1.47,CNAME,test.org,0.07,125,192.168.121.125,10.0.48.226,82380,44,116,0.87,47,CA,0
2024-12-10 15:53:00,260,0.16,NS,domain.edu,0.08,301,192.168.97.25,10.0.128.22,65957,26,289,1.0,50,AU,0
2024-12-10 15:54:00,276,4.89,CNAME,sample.net,0.06,394,192.168.224.18,10.0.218.76,52842,39,123,0.94,4,US,0
2024-12-10 15:55:00,112,2.99,CNAME,test.org,0.04,258,192.168.30.140,10.0.63.219,58060,25,441,0.95,65,US,0
2024-12-10 15:56:00,52,1.2,NS,domain.edu,0.04,312,192.168.72.233,10.0.168.189,20143,38,173,0.84,82,DE,0
2024-12-10 15:57:00,157,3.9,A,test.org,0.04,275,192.168.112.116,10.0.45.115,27852,43,174,0.59,1,CA,0
2024-12-10 15:58:00,87,4.68,CNAME,example.com,0.08,476,192.168.88.207,10.0.82.62,22654,31,135,0.73,78,GB,0
2024-12-10 15:59:00,72,1.94,MX,test.org,0.1,105,192.168.223.90,10.0.92.157,63423,35,295,0.72,20,US,0
2024-12-10 16:00:00,96,1.82,CNAME,sample.net,0.07,360,192.168.42.104,10.0.25.113,89189,40,297,0.85,36,DE,0
2024-12-10 16:01:00,243,2.03,AAAA,test.org,0.04,482,192.168.131.253,10.0.129.165,80802,24,300,0.52,92,US,0
2024-12-10 16:02:00,96,1.63,NS,test.org,0.06,507,192.168.83.189,10.0.141.243,59085,29,161,0.94,21,GB,0
2024-12-10 16:03:00,292,1.7,NS,test.org,0.05,414,192.168.64.168,10.0.237.141,95462,39,473,0.83,81,US,1
2024-12-10 16:04:00,105,4.47,MX,sample.net,0.07,480,192.168.10.100,10.0.169.123,50439,37,199,0.53,100,DE,0
2024-12-10 16:05:00,250,3.15,AAAA,example.com,0.02,204,192.168.172.184,10.0.40.23,69540,48,343,0.5,83,AU,0
2024-12-10 16:06:00,164,4.08,NS,domain.edu,0.03,181,192.168.210.90,10.0.149.252,36635,38,218,0.82,84,GB,0
2024-12-10 16:07:00,296,3.38,MX,domain.edu,0.05,249,192.168.36.68,10.0.9.68,13674,33,319,0.83,85,US,0
2024-12-10 16:08:00,278,0.31,CNAME,domain.edu,0.02,253,192.168.214.211,10.0.252.101,65471,22,357,0.52,88,AU,0
2024-12-10 16:09:00,237,4.26,NS,example.com,0.05,233,192.168.17.162,10.0.151.62,82144,38,465,0.89,38,CA,0
2024-12-10 16:10:00,293,0.13,A,example.com,0.06,300,192.168.100.85,10.0.224.37,51188,27,453,0.92,18,CA,0
2024-12-10 16:11:00,164,1.95,A,test.org,0.08,198,192.168.208.87,10.0.8.153,94339,26,359,0.78,63,GB,0
2024-12-10 16:12:00,141,4.68,AAAA,example.com,0.04,456,192.168.136.175,10.0.136.23,46419,43,265,0.91,23,GB,0
2024-12-10 16:13:00,64,1.32,CNAME,sample.net,0.05,307,192.168.197.235,10.0.43.224,58971,44,494,0.78,10,CA,0
2024-12-10 16:14:00,251,4.95,MX,sample.net,0.08,219,192.168.37.115,10.0.126.219,67612,44,255,0.93,73,CA,0
2024-12-10 16:15:00,245,4.65,MX,example.com,0.06,509,192.168.45.201,10.0.50.242,58567,29,289,0.89,62,GB,1
2024-12-10 16:16:00,215,3.21,A,sample.net,0.09,549,192.168.72.77,10.0.141.77,80838,40,269,0.69,14,US,0
2024-12-10 16:17:00,298,1.05,CNAME,sample.net,0.01,423,192.168.134.238,10.0.246.129,75124,45,359,0.93,28,CA,0
2024-12-10 16:18:00,235,0.21,CNAME,test.org,0.1,134,192.168.6.139,10.0.64.147,44783,45,101,0.61,38,GB,0
2024-12-10 16:19:00,279,1.71,MX,sample.net,0.04,198,192.168.94.92,10.0.76.116,41596,34,183,0.94,8,AU,0
2024-12-10 16:20:00,282,0.6,CNAME,example.com,0.03,339,192.168.25.153,10.0.129.13,81998,20,226,0.71,67,CA,0
2024-12-10 16:21:00,50,0.88,A,domain.edu,0.04,393,192.168.168.109,10.0.7.82,99975,22,267,0.93,66,DE,0
2024-12-10 16:22:00,129,4.4,A,test.org,0.04,513,192.168.194.220,10.0.172.27,80580,44,443,0.71,6,AU,0
2024-12-10 16:23:00,292,3.13,NS,domain.edu,0.03,444,192.168.12.93,10.0.217.177,63845,20,230,0.75,20,US,0
2024-12-10 16:24:00,155,3.12,AAAA,example.com,0.02,541,192.168.100.112,10.0.152.180,23178,28,430,0.88,3,US,1
